OBJECTID,YeshuvName,Dunam,AnafName,AnafSub,GrowthEng,CoverTypeE,kWh/kPW,Muni_Eng,Machoz,area_sqm (GIS),Energy production (tracking) mln kWh/year,Energy production (fix) mln kWh/year,Energy production (tracking) mln kWh/year,Energy production (fix) mln kWh/year,Potential revenue fron energy production (tracking) mln NIS,Potential revenue fron energy production (fix) mln NIS,Feasability to install PVs?,Average influence of PV on crops,Average KG per dunham,"Average price per KG, NIS","Potential revenue from crops before PV, mln NIS","Potential revenue from crops after PV, mln NIS",Added value on income from crops after PV (mln NIS),"Total revenue, mln NIS","added value from PV, mln NIS"
170,בית הלל,5.80,plantations,nuts,Plantations,Open Area,1735,Hagalil Ha'elyon,North,5814.74,0.88,0.6,0.875481,0.593717,0.2626443,0.1781151,1,1,1000,15,0.087,0.087,0,0.12344604,0.03644604
511,בית זרע,15.62,plantations,olives,Plantations,Open Area,1715,Emek Hayarden,North,15623.80,2.33,1.58,2.331120078,1.580874536,0.699336023,0.474262361,1,1,1000,8,0.124988845,0.124988845,0,0.264698251,0.139709406
828,בית חלקיה,8.02,plantations,olives,Plantations,Open Area,1785,Nahal Sorek,Center,8022.66,1.25,0.84,1.2458674,0.844898581,0.37376022,0.253469574,1,1,1000,8,0.064180683,0.064180683,0,0.13989624,0.075715556
856,בית חנן,30.95,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1795,Gan Ra've,Center,30953.70,4.83,3.28,4.833891216,3.278156112,1.450167365,0.983446834,1,1.04,2000,2,0.12381497,0.128767569,0.004952599,0.470639275,0.341871706
592,בית חנן,8.57,non-processed,non-processed,Not cultivated,Open Area,1795,Gan Ra've,Center,8568.81,1.34,0.91,1.338149841,0.907480927,0.401444952,0.272244278,1,1,0,0,0,0,0,0.108897711,0.108897711
713,בית יוסף,6.32,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1725,Emek Hama'ayanot,North,6323.59,0.95,0.64,0.948997816,0.643573231,0.284699345,0.193071969,1,1,2000,5,0.063234904,0.063234904,0,0.11516973,0.051934826
978,בית יוסף,10.70,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1725,Emek Hama'ayanot,North,10725.00,1.61,1.09,1.6058025,1.0889925,0.48174075,0.32669775,1,1,2000,5,0.107,0.107,0,0.1948791,0.0878791
670,בית יוסף,3.30,vegetables,tomatoes,Vegetables in covered area,Greenhouse,1725,Emek Hama'ayanot,North,3250.32,0.49,0.33,0.4952475,0.3358575,0.14857425,0.10075725,1,1.1,2000,6,0.0396,0.04356,0.00396,0.0664389,0.0228789
250,בית יצחק - שער חפ,3.46,non-processed,non-processed,Not cultivated,Open Area,1765,Emek Hefer,Center,3464.69,0.53,0.36,0.532010397,0.36078866,0.159603119,0.108236598,1,1,0,0,0,0,0,0.043294639,0.043294639
52,בית נחמיה,8.37,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1765,Hevel Modi'in,Center,8365.77,1.28,0.87,1.284573411,0.871147485,0.385372023,0.261344246,1,1,2000,5,0.08365559,0.08365559,0,0.154731052,0.071075462
276,בית ניר,17.11,plantations,olives,Plantations,Open Area,1775,Yoav,South,17110.20,2.64,1.79,2.642199674,1.791836561,0.792659902,0.537550968,1,1,1000,8,0.136879374,0.136879374,0,0.297148012,0.160268638
328,בית עובד,2.78,citrus,grapefruits,Citrus,Open Area,1785,Gan Ra've,Center,2783.58,0.43,0.29,0.432275798,0.293152553,0.129682739,0.087945766,1,1.03,4000,4,0.044537253,0.045873371,0.001336118,0.062702329,0.016828958
265,בית עוזיאל,3.28,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1775,Gezer,Center,3278.69,0.51,0.34,0.506299902,0.343352807,0.151889971,0.103005842,1,1.1,2000,5,0.032786136,0.036064749,0.003278614,0.062841186,0.026776437
783,בית קמה,96.40,field crops,field crops for silage,Vegetables & field crops in uncovered area,Open Area,1805,Bnei Shim'on,South,96354.30,15.13,10.26,15.138174,10.266118,4.5414522,3.0798354,1,1.04,2000,4,0.7712,0.802048,0.030848,1.71316296,0.91111496
123,בית קמה,69.50,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1805,Bnei Shim'on,South,69481.20,10.91,7.4,10.9139325,7.4014025,3.27417975,2.22042075,1,1.1,2000,5,0.695,0.7645,0.0695,1.3468683,0.5823683
218,בית קשת,140.40,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,-140412.00,-21.32,-14.46,21.314826,14.454882,6.3944478,4.3364646,1,1.04,2000,2,0.5616,0.584064,0.022464,2.08502424,1.50096024
842,בית שקמה,17.46,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1805,Hof Ashkelon,South,17460.40,2.74,1.86,2.742003535,1.859519639,0.822601061,0.557855892,1,1.04,2000,2,0.069844392,0.072638168,0.002793776,0.266725257,0.194087089
744,בלפוריה,10.10,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,10090.40,1.53,1.04,1.5333315,1.0398455,0.45999945,0.31195365,1,1,2000,5,0.101,0.101,0,0.18538146,0.08438146
467,בני דרום,4.24,vegetables,F1 hybrid seeds,Vegetables & field crops in uncovered area,Open Area,1805,Hevel Yavne,Center,4235.84,0.67,0.45,0.665186124,0.451103233,0.199555837,0.13533097,1,1,500,1000,2.11795499,2.11795499,0,1.324905382,-0.793049608
705,בני דרור,27.10,citrus,orange-like,Citrus,Open Area,1765,Lev Hasharon,Center,27147.20,4.17,2.83,4.1613405,2.8220585,1.24840215,0.84661755,1,1.03,4000,4,0.4336,0.446608,0.013008,0.60661182,0.16000382
972,בני ציון,0.74,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1765,Hof Hasharon,Center,736.92,0.11,0.08,0.113155808,0.076737847,0.033946742,0.023021354,1,1.04,2000,2,0.002947629,0.003065535,0.000117905,0.011047862,0.007982328
209,בניה,10.08,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1795,Brener,Center,10079.10,1.57,1.07,1.574017579,1.067437209,0.472205274,0.320231163,1,1.04,2000,2,0.040316782,0.041929454,0.001612671,0.153250137,0.111320684
233,בניה,21.07,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1785,Brener,Center,21068.90,3.27,2.22,3.271915019,2.218884898,0.981574506,0.665665469,1,1.04,2000,2,0.08427612,0.087647165,0.003371045,0.318854487,0.231207322
303,בניה,9.05,flowers,flowers nursery,Flowers,Open Area,1795,Brener,Center,9052.35,1.41,0.96,1.413665094,0.95869242,0.424099528,0.287607726,1,1.05,500,20,0.090523811,0.095050002,0.004526191,0.172073091,0.07702309
306,בנימינה,11.00,plantations,deciduous,Plantations,Open Area,1735,Binyamina - Giv'at Ada,Haifa,11002.50,1.66,1.13,1.660395,1.126015,0.4981185,0.3378045,1,1,1000,8,0.088,0.088,0,0.1879218,0.0999218
366,בנימינה,12.50,plantations,deciduous,Plantations,Open Area,1745,Binyamina - Giv'at Ada,Haifa,12466.00,1.89,1.28,1.8976875,1.2869375,0.56930625,0.38608125,1,1,1000,8,0.1,0.1,0,0.2144325,0.1144325
435,בנימינה,3.50,plantations,deciduous,Plantations,Open Area,1735,Binyamina - Giv'at Ada,Haifa,3525.40,0.53,0.36,0.5283075,0.3582775,0.15849225,0.10748325,1,1,1000,8,0.028,0.028,0,0.0597933,0.0317933
849,בנימינה,9.80,plantations,deciduous,Plantations,Open Area,1735,Binyamina - Giv'at Ada,Haifa,9770.36,1.47,1,1.479261,1.003177,0.4437783,0.3009531,1,1,1000,8,0.0784,0.0784,0,0.16742124,0.08902124
869,בנימינה,5.90,plantations,deciduous,Plantations,Open Area,1745,Binyamina - Giv'at Ada,Haifa,5905.15,0.90,0.61,0.8957085,0.6074345,0.26871255,0.18223035,1,1,1000,8,0.0472,0.0472,0,0.10121214,0.05401214
352,בנימינה,1.07,vegetables,general vegetables,Vegetables in covered area,Greenhouse,1745,Binyamina - Giv'at Ada,Haifa,1068.04,0.16,0.11,0.162139965,0.109956988,0.04864199,0.032987096,1,1.1,2000,5,0.010680102,0.011748112,0.00106801,0.020243706,0.008495594
228,בנימינה,2.30,citrus,non-processed,Not cultivated,Open Area,1745,Binyamina - Giv'at Ada,Haifa,2343.50,0.36,0.24,0.3491745,0.2367965,0.10475235,0.07103895,1,1,0,0,0,0,0,0.02841558,0.02841558
271,בנימינה,4.80,non-processed,non-processed,Not cultivated,Open Area,1745,Binyamina - Giv'at Ada,Haifa,4766.22,0.72,0.49,0.728712,0.494184,0.2186136,0.1482552,1,1,0,0,0,0,0,0.05930208,0.05930208
585,בנימינה,19.00,plantations,subtropical,Plantations and Citrus in covered area,Greenhouse,1735,Binyamina - Giv'at Ada,Haifa,18988.90,2.87,1.94,2.867955,1.944935,0.8603865,0.5834805,1,1,1000,5,0.095,0.095,0,0.2903922,0.1953922
661,בנימינה,3.80,plantations,subtropical,Plantations and Citrus in covered area,Net Cover,1735,Binyamina - Giv'at Ada,Haifa,3840.18,0.58,0.39,0.573591,0.388987,0.1720773,0.1166961,1,1,1000,5,0.019,0.019,0,0.05807844,0.03907844
736,בנימינה,3.00,plantations,subtropical,Plantations,Open Area,1745,Binyamina - Giv'at Ada,Haifa,2953.95,0.45,0.3,0.455445,0.308865,0.1366335,0.0926595,1,1,1000,5,0.015,0.015,0,0.0460638,0.0310638
963,בנימינה,8.80,plantations,subtropical,Plantations and Citrus in covered area,Greenhouse,1735,Binyamina - Giv'at Ada,Haifa,8836.90,1.33,0.9,1.328316,0.900812,0.3984948,0.2702436,1,1,1000,5,0.044,0.044,0,0.13449744,0.09049744
379,בנימינה,22.20,plantations,vineyard,Plantations,Open Area,1735,Binyamina - Giv'at Ada,Haifa,22244.80,3.36,2.28,3.350979,2.272503,1.0052937,0.6817509,1,1,1000,20,0.444,0.444,0,0.53910036,0.09510036
548,"בסמ""ה",125.36,plantations,olives,Plantations,Open Area,1725,Basma,Haifa,125368.00,18.81,12.76,18.81391943,12.7588649,5.644175829,3.82765947,1,1,1000,8,1.002907582,1.002907582,0,2.132808337,1.129900755
624,"בסמ""ה",21.60,plantations,olives,Plantations,Open Area,1735,Basma,Haifa,21621.10,3.26,2.21,3.260412,2.211084,0.9781236,0.6633252,1,1,1000,8,0.1728,0.1728,0,0.36901008,0.19621008
680,בסמת טאבעון,12.60,plantations,olives,Plantations,Open Area,1755,Basmat Tivon,North,12586.20,1.92,1.3,1.923831,1.304667,0.5771493,0.3914001,1,1,1000,8,0.1008,0.1008,0,0.21704004,0.11624004
81,בעינה-נג'ידאת,3.35,plantations,olives,Plantations,Open Area,1745,Bu'eyne - Nujidat,North,3352.81,0.51,0.35,0.50858025,0.34489925,0.152574075,0.103469775,1,1,1000,8,0.0268,0.0268,0,0.05746791,0.03066791
1011,בעינה-נג'ידאת,6.02,plantations,olives,Plantations,Open Area,1745,Bu'eyne - Nujidat,North,6020.83,0.91,0.62,0.9139263,0.6197891,0.27417789,0.18593673,1,1,1000,8,0.04816,0.04816,0,0.103270692,0.055110692
274,בענה,0.55,plantations,olives,Plantations,Open Area,1755,Ba'ana,North,553.26,0.08,0.06,0.084470527,0.05728461,0.025341158,0.017185383,1,1,1000,8,0.004425872,0.004425872,0,0.009529676,0.005103805
445,בענה,8.50,plantations,olives,Plantations,Open Area,1755,Ba'ana,North,8525.02,1.30,0.88,1.2978225,0.8801325,0.38934675,0.26403975,1,1,1000,8,0.068,0.068,0,0.1464159,0.0784159
561,בענה,0.80,plantations,olives,Plantations,Open Area,1755,Ba'ana,North,751.00,0.11,0.08,0.122148,0.082836,0.0366444,0.0248508,1,1,1000,8,0.0064,0.0064,0,0.01378032,0.00738032
148,בצרון,12.20,plantations,deciduous,Plantations,Open Area,1795,Be'er Tuvya,South,12219.80,1.91,1.29,1.905213,1.292041,0.5715639,0.3876123,1,1,1000,8,0.0976,0.0976,0,0.21360492,0.11600492
568,בצרון,16.60,plantations,deciduous,Plantations,Open Area,1795,Be'er Tuvya,South,16575.30,2.59,1.76,2.592339,1.758023,0.7777017,0.5274069,1,1,1000,8,0.1328,0.1328,0,0.29064276,0.15784276
78,בצרון,23.20,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1795,Be'er Tuvya,South,23182.00,3.62,2.46,3.623028,2.456996,1.0869084,0.7370988,1,1.04,2000,2,0.0928,0.096512,0.003712,0.35274672,0.25623472
83,בצת,14.00,plantations,subtropical,Plantations,Open Area,1725,Ma'te Asher,North,13995.10,2.10,1.42,2.10105,1.42485,0.630315,0.427455,1,1,1000,5,0.07,0.07,0,0.212982,0.142982
62,בקוע,8.70,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1765,Ma'te Yehuda,Jerusalem,8692.20,1.33,0.91,1.3359285,0.9059745,0.40077855,0.27179235,1,1.04,2000,2,0.0348,0.036192,0.001392,0.13043214,0.09424014
543,בקעות,9.20,plantations,vineyard,Plantations and Citrus in covered area,Greenhouse,1775,Jordan valley,Other,9176.76,1.42,0.96,1.42071,0.96347,0.426213,0.289041,1,1,1000,20,0.184,0.184,0,0.2260164,0.0420164
634,ברוש,5.00,vegetables,tomatoes,Vegetables in covered area,Greenhouse,1805,Merhavim,South,4987.48,0.78,0.53,0.785175,0.532475,0.2355525,0.1597425,1,1.1,2000,6,0.06,0.066,0.006,0.103497,0.037497
999,ברכיה,32.00,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1805,Lahish,South,31975.30,5.02,3.41,5.02512,3.40784,1.507536,1.022352,1,1.1,2000,5,0.32,0.352,0.032,0.6201408,0.2681408
386,ברעם,9.90,plantations,deciduous,Plantations and Citrus in covered area,Net Cover,1795,Hagalil Ha'elyon,North,-9875.37,-1.54,-1.05,1.5460335,1.0484595,0.46381005,0.31453785,1,1,1000,8,0.0792,0.0792,0,0.17333514,0.09413514
455,בת שלמה,6.00,plantations,deciduous,Plantations,Open Area,1735,Hof Hacarmel,Haifa,6044.83,0.91,0.62,0.90567,0.61419,0.271701,0.184257,1,1,1000,8,0.048,0.048,0,0.1025028,0.0545028
692,בת שלמה,10.50,plantations,general plantation,Plantations,Open Area,1735,Hof Hacarmel,Haifa,10502.90,1.59,1.08,1.5849225,1.0748325,0.47547675,0.32244975,1,1,1000,5,0.0525,0.0525,0,0.1604799,0.1079799
51,בת שלמה,5.08,non-processed,non-processed,Not cultivated,Open Area,1725,Hof Hacarmel,Haifa,5082.62,0.76,0.52,0.762748534,0.517266247,0.22882456,0.155179874,1,1,0,0,0,0,0,0.06207195,0.06207195
289,ג'דידה-מכר,5.05,plantations,olives,Plantations,Open Area,1725,Jdeyde - Ma'ker,North,5047.70,0.76,0.51,0.757501886,0.513708176,0.227250566,0.154112453,1,1,1000,8,0.040379911,0.040379911,0,0.085872927,0.045493017
443,ג'דידה-מכר,29.83,plantations,olives,Plantations,Open Area,1725,Jdeyde - Ma'ker,North,29827.70,4.48,3.04,4.476232338,3.035605838,1.342869701,0.910681751,1,1,1000,8,0.238613085,0.238613085,0,0.507440551,0.268827467
447,ג'וליס,1.39,plantations,olives,Plantations,Open Area,1725,Julis,North,1386.03,0.21,0.14,0.207999917,0.141057415,0.062399975,0.042317225,1,1,1000,8,0.011087785,0.011087785,0,0.023579561,0.012491776
776,ג'וליס,0.60,plantations,olives,Plantations,Open Area,1725,Julis,North,584.67,0.09,0.06,0.090045,0.061065,0.0270135,0.0183195,1,1,1000,8,0.0048,0.0048,0,0.0102078,0.0054078
167,ג'יש,1.50,plantations,deciduous,Plantations,Open Area,1795,Jish (Gush Halav),North,1489.30,0.23,0.16,0.2342475,0.1588575,0.07027425,0.04765725,1,1,1000,8,0.012,0.012,0,0.0262629,0.0142629
494,ג'יש,0.73,plantations,deciduous,Plantations,Open Area,1795,Jish (Gush Halav),North,733.22,0.11,0.08,0.114499015,0.077648757,0.034349704,0.023294627,1,1,1000,8,0.00586554,0.00586554,0,0.012837175,0.006971635
882,ג'יש,0.40,plantations,deciduous,Plantations,Open Area,1795,Jish (Gush Halav),North,383.57,0.06,0.04,0.062466,0.042362,0.0187398,0.0127086,1,1,1000,8,0.0032,0.0032,0,0.00700344,0.00380344
915,ג'יש,1.37,plantations,olives,Plantations,Open Area,1795,Jish (Gush Halav),North,1370.62,0.21,0.15,0.214035901,0.145150784,0.06421077,0.043545235,1,1,1000,8,0.010964603,0.010964603,0,0.023996856,0.013032253
361,ג'ת,33.10,plantations,olives,Plantations,Open Area,1735,Baka al Rarbiya,Haifa,33062.00,4.99,3.38,4.9962795,3.3882815,1.49888385,1.01648445,1,1,1000,8,0.2648,0.2648,0,0.56547378,0.30067378
210,ג'ת,2.30,vegetables,periodic vegetables,Vegetables & field crops in uncovered area,Open Area,1735,jat,Haifa,2296.50,0.35,0.24,0.346634124,0.235073716,0.103990237,0.070522115,1,1.1,2000,5,0.022964267,0.025260693,0.002296427,0.043365262,0.018104569
890,גבים,336.30,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1805,Sha'ar Hanegev,South,336270.00,52.81,35.81,52.8108705,35.8142685,15.84326115,10.74428055,1,1.04,2000,2,1.3452,1.399008,0.053808,5.13711702,3.73810902
239,גבע,28.40,field crops,field crops for silage,Vegetables & field crops in uncovered area,Open Area,1745,Hagilbo'a,North,28357.40,4.31,2.92,4.311546,2.923922,1.2934638,0.8771766,1,1.04,2000,4,0.2272,0.236288,0.009088,0.49264344,0.25635544
946,גבע,45.00,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Hagilbo'a,North,44995.50,6.83,4.63,6.831675,4.632975,2.0495025,1.3898925,1,1.04,2000,2,0.18,0.1872,0.0072,0.668277,0.481077
855,גבע כרמל,4.00,vegetables,cucumbers,Vegetables in covered area,Greenhouse,1735,Hof Hacarmel,Haifa,4033.58,0.61,0.41,0.60378,0.40946,0.181134,0.122838,1,1.1,2000,6,0.048,0.0528,0.0048,0.0808152,0.0280152
269,גבע כרמל,2.90,vegetables,peppers,Vegetables in covered area,Greenhouse,1735,Hof Hacarmel,Haifa,2861.64,0.43,0.29,0.4377405,0.2968585,0.13132215,0.08905755,1,1.1,2000,7,0.0406,0.04466,0.00406,0.06241902,0.01775902
685,גבע כרמל,1.30,vegetables,peppers,Vegetables in covered area,Greenhouse,1735,Hof Hacarmel,Haifa,1293.30,0.20,0.13,0.1962285,0.1330745,0.05886855,0.03992235,1,1.1,2000,7,0.0182,0.02002,0.00182,0.02798094,0.00796094
295,גבעת יואב,20.10,field crops,field crops for silage,Vegetables & field crops in uncovered area,Open Area,1765,Golan,North,20110.00,3.09,2.09,3.0864555,2.0931135,0.92593665,0.62793405,1,1.04,2000,4,0.1608,0.167232,0.006432,0.35151282,0.18428082
182,גבעת יואב,12.70,citrus,grapefruits,Citrus,Open Area,1745,Golan,North,12718.40,1.93,1.31,1.9280505,1.3075285,0.57841515,0.39225855,1,1.03,4000,4,0.2032,0.209296,0.006096,0.28248102,0.07318502
127,"גבעת כ""ח",2.16,vegetables,peppers,Vegetables in covered area,Greenhouse,1755,Hevel Modi'in,Center,2162.33,0.33,0.22,0.330147026,0.22389281,0.099044108,0.067167843,1,1.1,2000,7,0.030271856,0.033299042,0.003027186,0.046846562,0.013547521
230,גבעת עדה,14.90,plantations,deciduous,Plantations,Open Area,1735,Binyamina - Giv'at Ada,Haifa,14915.60,2.25,1.53,2.2490805,1.5252385,0.67472415,0.45757155,1,1,1000,8,0.1192,0.1192,0,0.25454862,0.13534862
626,גבעת עדה,4.30,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1735,Binyamina - Giv'at Ada,Haifa,4263.64,0.64,0.44,0.6490635,0.4401695,0.19471905,0.13205085,1,1.04,2000,2,0.0172,0.017888,0.000688,0.06355314,0.04566514
602,גבעת שפירא,12.00,citrus,peelables,Citrus,Open Area,1765,Emek Hefer,Center,11984.00,1.84,1.25,1.84266,1.24962,0.552798,0.374886,1,1.03,4000,6,0.288,0.29664,0.00864,0.3279384,0.0312984
236,גבעתי,229.20,field crops,field crops for seeds,Vegetables & field crops in uncovered area,Open Area,1805,Be'er Tuvya,South,229206.00,35.99,24.41,35.992422,24.408654,10.7977266,7.3225962,1,1.04,2000,2,0.9168,0.953472,0.036672,3.50112168,2.54764968
660,גבעתי,13.50,vegetables,lettuce,Vegetables & field crops in uncovered area,Open Area,1805,Be'er Tuvya,South,13491.40,2.12,1.44,2.1199725,1.4376825,0.63599175,0.43130475,1,1.1,2000,5,0.135,0.1485,0.0135,0.2616219,0.1131219
800,גברעם,5.80,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1805,Hof Ashkelon,South,5784.77,0.91,0.62,0.910803,0.617671,0.2732409,0.1853013,1,1,2000,5,0.058,0.058,0,0.10892052,0.05092052
967,גבת,68.51,field crops,field crops for silage,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,68508.70,10.40,7.05,10.40021348,7.053018338,3.120064045,2.115905501,1,1.04,2000,4,0.548046687,0.569968555,0.021921867,1.188343334,0.618374779
530,גדיש,13.33,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Hagilbo'a,North,13329.30,2.02,1.37,2.023501702,1.372259775,0.607050511,0.411677932,1,1,2000,5,0.133287337,0.133287337,0,0.244643575,0.111356238
826,גדיש,11.71,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Hagilbo'a,North,11706.30,1.78,1.21,1.777117138,1.205171393,0.533135141,0.361551418,1,1,2000,5,0.117058073,0.117058073,0,0.214855411,0.097797338
870,גדרה,104.10,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1795,Gedera,Center,104087.00,16.25,11.02,16.2567765,11.0247105,4.87703295,3.30741315,1,1.04,2000,2,0.4164,0.433056,0.016656,1.58279886,1.14974286
523,גורן,4.27,plantations,deciduous,Plantations,Open Area,1705,Ma'ale Yosef,North,4266.80,0.63,0.43,0.632889971,0.429201244,0.189866991,0.128760373,1,1,1000,8,0.034133008,0.034133008,0,0.071983954,0.037850946
931,גיאה,18.38,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1805,Hof Ashkelon,South,18383.70,2.89,1.96,2.886990801,1.957844336,0.86609724,0.587353301,1,1.04,2000,2,0.073537512,0.076479013,0.0029415,0.280828728,0.204349715
933,גיאה,61.60,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1805,Hof Ashkelon,South,61568.40,9.67,6.56,9.673356,6.560092,2.9020068,1.9680276,1,1,2000,5,0.616,0.616,0,1.15681104,0.54081104
497,גילגל,12.20,plantations,vineyard,Plantations and Citrus in covered area,Greenhouse,1765,Jordan valley,Other,12227.20,1.88,1.27,1.873371,1.270447,0.5620113,0.3811341,1,1,1000,20,0.244,0.244,0,0.29885364,0.05485364
462,גילת,11.95,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1805,Merhavim,South,11951.50,1.88,1.27,1.876861676,1.27281424,0.563058503,0.381844272,1,1.04,2000,2,0.047807474,0.049719773,0.001912299,0.182569573,0.1328498
260,גינוסר,9.30,plantations,subtropical,Plantations,Open Area,1725,Emek Hayarden,North,9330.43,1.40,0.95,1.3956975,0.9465075,0.41870925,0.28395225,1,1,1000,5,0.0465,0.0465,0,0.1414809,0.0949809
581,גיניגר,15.40,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,15428.20,2.34,1.59,2.337951,1.585507,0.7013853,0.4756521,1,1.04,2000,2,0.0616,0.064064,0.002464,0.22869924,0.16463524
650,גיתית,12.20,plantations,vineyard,Plantations and Citrus in covered area,Greenhouse,1765,Jordan valley,Other,12200.60,1.87,1.27,1.873371,1.270447,0.5620113,0.3811341,1,1,1000,20,0.244,0.244,0,0.29885364,0.05485364
174,גלאון,18.40,plantations,subtropical,Plantations,Open Area,1785,Yoav,South,18448.20,2.86,1.94,2.857428,1.937796,0.8572284,0.5813388,1,1,1000,5,0.092,0.092,0,0.28773552,0.19573552
391,גליל עליון מז מא,6.20,plantations,olives,Plantations,Open Area,1795,Merom Hagalil,North,6180.32,0.97,0.65,0.968223,0.656611,0.2904669,0.1969833,1,1,1000,8,0.0496,0.0496,0,0.10855332,0.05895332
551,גליל תחתון מז מא,18.50,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Hagalil Hatahton,North,18466.00,2.82,1.91,2.8246725,1.9155825,0.84740175,0.57467475,1,1,2000,5,0.185,0.185,0,0.3408699,0.1558699
79,גן יאשיה,1.50,flowers,flowers nursery,Flowers,Greenhouse,1735,Emek Hefer,Center,1524.67,0.23,0.16,0.2264175,0.1535475,0.06792525,0.04606425,1,1.05,500,20,0.015,0.01575,0.00075,0.0278757,0.0121257
640,גן יאשיה,7.90,plantations,olives,Plantations,Open Area,1735,Emek Hefer,Center,7946.36,1.20,0.81,1.1924655,0.8086835,0.35773965,0.24260505,1,1,1000,8,0.0632,0.0632,0,0.13496202,0.07176202
974,גן יבנה,12.80,plantations,olives,Plantations,Open Area,1805,Gan Yavne,Center,12816.30,2.01,1.36,2.010048,1.363136,0.6030144,0.4089408,1,1,1000,8,0.1024,0.1024,0,0.22501632,0.12261632
1018,גן שורק,2.53,citrus,peelables,Citrus,Open Area,1795,Gan Ra've,Center,2532.84,0.40,0.27,0.39554305,0.268241838,0.118662915,0.080472551,1,1.03,4000,6,0.060788481,0.062612136,0.001823654,0.069756302,0.007144166
248,גני יוחנן,2.64,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1785,Mazkeret Batya,Center,2644.16,0.41,0.28,0.410621077,0.278467167,0.123186323,0.08354015,1,1.1,2000,5,0.026441359,0.029085494,0.002644136,0.050867357,0.021781862
961,געתון,2.80,vegetables,tomatoes,Vegetables & field crops in uncovered area,Open Area,1695,Ma'te Asher,North,2757.62,0.41,0.28,0.412902,0.280014,0.1238706,0.0840042,1,1.1,2000,6,0.0336,0.03696,0.00336,0.05577768,0.01881768
582,גשר הזיו,11.80,plantations,subtropical,Plantations and Citrus in covered area,Net House,1735,Ma'te Asher,North,11762.60,1.78,1.2,1.781151,1.207907,0.5343453,0.3623721,1,1,1000,5,0.059,0.059,0,0.18034884,0.12134884
903,גשר הזיו,11.50,plantations,subtropical,Plantations and Citrus in covered area,Net House,1735,Ma'te Asher,North,11479.90,1.73,1.18,1.7358675,1.1771975,0.52076025,0.35315925,1,1,1000,5,0.0575,0.0575,0,0.1757637,0.1182637
570,גת (קיבוץ),52.30,citrus,orange-like,Citrus,Open Area,1785,Yoav,South,52283.30,8.12,5.51,8.1219285,5.5079745,2.43657855,1.65239235,1,1.03,4000,4,0.8368,0.861904,0.025104,1.17809934,0.31619534
15,גת (קיבוץ),10.70,citrus,peelables,Citrus,Open Area,1785,Yoav,South,10671.00,1.66,1.12,1.6616565,1.1268705,0.49849695,0.33806115,1,1.03,4000,6,0.2568,0.264504,0.007704,0.29392686,0.02942286
745,דגניה א',69.90,plantations,subtropical,Plantations,Open Area,1715,Emek Hayarden,North,69914.40,10.43,7.07,10.4294295,7.0728315,3.12882885,2.12184945,1,1,1000,5,0.3495,0.3495,0,1.05843978,0.70893978
549,דוברת,10.60,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,10614.80,1.61,1.09,1.609239,1.091323,0.4827717,0.3273969,1,1,2000,5,0.106,0.106,0,0.19455876,0.08855876
310,דייר חנא,0.97,plantations,olives,Plantations,Open Area,1765,Dir Hana,North,974.59,0.15,0.1,0.149647039,0.101484774,0.044894112,0.030445432,1,1,1000,8,0.007796401,0.007796401,0,0.016856013,0.009059613
822,דייר חנא,11.00,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1765,Dir Hana,North,11014.60,1.69,1.15,1.689105,1.145485,0.5067315,0.3436455,1,1,2000,5,0.11,0.11,0,0.2034582,0.0934582
